year,county_name,fips,total_pop,total_pop_15to64,total_jail_pop,female_jail_pop,male_jail_pop,jail_rated_capacity,total_jail_pretrial,total_jail_sentenced,total_jail_adm,black_jail_pop,latinx_jail_pop,white_jail_pop,aapi_jail_pop,native_jail_pop,total_jail_pop_rate,total_prison_pop,female_prison_pop,male_prison_pop,black_prison_pop,latinx_prison_pop,white_prison_pop,aapi_prison_pop,native_prison_pop,total_prison_pop_rate,total_prison_adm,total_incarceration,total_incarceration_rate,fiscal_year_ending,total_governmental_expenditures,public_protection_expenditures,public_protection_pct_of_govt_expenditures,probation_expenditures,felony_probation,misdemeanor_probation,total_probation
2006,Ventura,06111,798183.0,537290.0,1797.5,258.4,1532.4,1829.4,1128.4,669.1,30760.0,99.2,994.8,642.9,48.7,3.5,334.5,2211.0,151.0,2060.0,211.0,1140.0,794.0,13.0,10.0,411.5,1717.0,4008.5,746.1,2006,811002513,359578032,44.34,15294192,4116,11959,16075
2007,Ventura,06111,800027.0,539011.0,1830.0,264.7,1566.8,1826.4,1148.8,681.2,32377.0,103.6,1047.4,623.7,47.2,3.1,339.5,2291.0,155.0,2136.0,229.0,1204.0,792.0,9.0,11.0,425.0,1839.0,4121.0,764.5,2007,875627702,387316682,44.23,13901294,4930,14854,19784
2008,Ventura,06111,806353.0,542980.0,1779.5,279.1,1532.9,1830.6,1031.0,748.5,31512.0,101.0,1068.8,582.8,46.7,3.6,327.7,2302.0,139.0,2163.0,227.0,1218.0,795.0,8.0,11.0,424.0,1889.0,4081.5,751.7,2008,898601550,406653840,45.25,15619639,5023,15622,20645
2009,Ventura,06111,815130.0,548963.0,1711.5,254.3,1472.7,1832.9,904.3,807.2,26845.0,96.1,1022.4,541.9,47.4,3.1,311.8,2306.0,136.0,2170.0,214.0,1270.0,757.0,9.0,13.0,420.1,1876.0,4017.5,731.8,2009,898740529,417366616,46.44,15599049,4694,15669,20363
2010,Ventura,06111,825203.0,555657.0,1526.0,216.9,1330.3,1840.4,871.1,654.9,25980.0,84.1,907.1,497.2,44.3,1.9,274.6,2264.0,127.0,2137.0,216.0,1270.0,711.0,8.0,16.0,407.4,1635.0,3790.0,682.1,2010,907251083,404591602,44.6,11334085,4050,12660,16710
2011,Ventura,06111,830155.0,558527.0,1478.2,218.3,1273.9,1841.0,884.3,594.0,26855.0,88.9,842.9,511.3,40.1,1.8,264.7,2012.0,104.0,1908.0,196.0,1139.0,615.0,8.0,12.0,360.2,1220.0,3490.2,624.9,2011,922679557,414418060,44.91,14839932,4017,11334,15351
2012,Ventura,06111,833690.0,558374.0,1613.5,245.4,1399.9,1841.0,991.9,621.6,27683.0,112.2,908.1,571.1,43.3,2.3,289.0,1759.0,73.0,1686.0,175.0,1012.0,518.0,7.0,9.0,315.0,424.0,3372.5,604.0,2012,928689491,418937388,45.11,20774606,3614,9712,13326
2013,Ventura,06111,838282.0,559844.0,1702.8,254.1,1443.7,1841.0,1058.9,643.8,25538.0,118.6,935.8,604.0,38.3,3.2,304.1,1820.0,72.0,1748.0,180.0,1059.0,521.0,7.0,11.0,325.1,546.0,3498.0,624.8,2013,933072143,426812164,45.74,23419111,3527,8049,11576
2014,Ventura,06111,842761.0,561454.0,1748.5,256.8,1514.2,1796.9,1120.4,628.1,27790.0,133.9,984.1,600.0,38.9,3.9,311.4,1735.0,72.0,1663.0,159.0,1042.0,483.0,7.0,8.0,309.0,540.0,3384.5,602.8,2014,990482520,448394561,45.27,25481697,2635,7788,10423
2015,Ventura,06111,846373.0,562441.0,1670.5,244.1,1433.6,1620.7,1081.8,588.7,27308.0,135.5,959.7,514.6,49.0,3.6,297.0,1749.0,74.0,1675.0,154.0,1055.0,496.0,7.0,7.0,311.0,507.0,3411.2,606.5,2015,1020752347,464890022,45.54,20311956,2023,7184,9207
2016,Ventura,06111,847769.0,561635.0,1640.8,253.4,1389.6,1606.0,1191.4,449.3,27968.0,126.8,924.9,528.1,45.4,3.4,292.1,1832.0,92.0,1740.0,160.0,1126.0,497.0,8.0,8.0,326.2,589.0,3472.8,618.3,2016,1091204691,481834146,44.16,30147936,1998,6534,8532
2017,Ventura,06111,849155.0,561322.0,1581.8,266.7,1357.8,1606.0,1138.3,443.4,28786.0,115.8,908.1,550.1,41.6,2.9,281.8,1869.0,86.0,1783.0,190.0,1134.0,486.0,13.0,9.0,333.0,593.0,3450.8,614.8,2017,1117505690,493779315,44.19,30787562,2033,6334,8367
2018,Ventura,06111,848213.0,558851.0,1489.0,249.1,1279.2,1614.2,886.1,602.9,30700.0,109.9,875.0,489.7,41.4,2.4,266.4,1837.0,99.0,1738.0,185.0,1107.0,484.0,16.0,9.0,328.7,539.0,3326.0,595.2,2018,1130987710,510618398,45.15,32531342,2178,7218,9396
2019,Ventura,06111,845302.0,554997.0,1618.2,222.3,1397.7,1647.2,1041.5,576.8,29003.0,126.6,958.4,472.1,46.0,3.0,291.6,1755.0,99.0,1656.0,179.0,1084.0,438.0,17.0,6.0,316.2,528.0,3358.1,605.1,2019,1377361165,724822728,52.62,35182366,2098,6378,8476
2020,Ventura,06111,843310.0,551944.0,1277.2,143.1,1135.1,1650.0,841.4,435.8,25364.0,86.3,789.0,363.0,25.9,1.0,231.4,,,,,,,,,,,,,2020,1485906231,755771636,50.86,34553756,1986,5641,7627
2021,Ventura,06111,839358.0,548212.0,1267.2,155.3,1118.2,1650.0,817.2,450.1,20511.0,85.1,799.6,347.9,24.8,1.0,231.2,,,,,,,,,,,,,2021,1672058310,810652115,48.48,32817225,1712,3949,5661
2022,Ventura,06111,832605.0,541175.0,1322.8,181.7,1157.8,1650.0,894.5,428.2,21177.0,107.2,855.5,329.0,27.5,2.5,244.4,,,,,,,,,,,,,2022,1656891159,769722024,46.46,35339176,2033,3683,5716
2023,Ventura,06111,832605.0,541175.0,1277.5,170.3,1125.7,1650.0,877.9,838.6,22305.0,101.6,842.1,315.5,16.5,3.9,236.1,,,,,,,,,,,,,2023,1709122395,823709089,48.19,35103565,1962,3637,5599
2024,Ventura,06111,832605.0,541175.0,1253.0,,,1650.0,,1253.0,22393.0,,,,,,231.5,,,,,,,,,,,,,2024,1860673676,869475211,46.73,36964436,2214,3326,5540
2000,Yolo,06113,169835.0,118445.0,379.5,59.4,321.8,452.6,282.2,97.3,7225.0,50.9,108.0,210.0,8.1,1.5,320.4,846.0,57.0,789.0,129.0,273.0,391.0,10.0,22.0,714.3,815.0,1224.9,1034.2,,,,,,,,
2001,Yolo,06113,175337.0,123141.0,408.0,58.0,348.3,454.8,327.6,80.4,8229.0,66.3,121.7,198.3,13.3,3.0,331.3,893.0,82.0,811.0,151.0,282.0,412.0,10.0,20.0,725.2,855.0,1298.8,1054.7,,,,,,,,
2002,Yolo,06113,180327.0,127363.0,422.0,70.9,350.9,454.4,365.6,56.3,7046.0,64.1,121.2,209.4,17.5,6.6,331.3,880.0,76.0,804.0,155.0,253.0,416.0,9.0,23.0,690.9,846.0,1301.8,1022.1,,,,,,,,
2003,Yolo,06113,182954.0,129886.0,428.8,80.3,358.2,452.2,384.6,44.1,9741.0,62.1,128.5,221.3,17.2,6.7,330.1,877.0,77.0,800.0,163.0,256.0,407.0,7.0,22.0,675.2,846.0,1305.8,1005.3,2003,173554783,50300402,28.98,3757099,3685,0,3685
2004,Yolo,06113,185237.0,131808.0,417.2,75.5,348.8,459.9,375.9,41.3,11220.0,64.1,128.3,207.4,17.0,4.7,316.6,908.0,87.0,821.0,171.0,281.0,407.0,7.0,21.0,688.9,976.0,1325.2,1005.4,2004,168811848,52003640,30.81,3937372,4157,0,4157
2005,Yolo,06113,186269.0,132851.0,428.8,68.8,362.7,487.4,365.7,63.0,9237.0,68.5,123.7,209.5,21.2,5.4,322.7,991.0,89.0,902.0,172.0,307.0,443.0,10.0,23.0,746.0,1037.0,1419.8,1068.7,2005,194501927,63494705,32.64,4112326,4601,0,4601
2006,Yolo,06113,189615.0,135625.0,410.0,62.5,349.5,470.4,328.4,81.6,10260.0,67.3,114.7,196.2,21.8,5.7,302.3,971.0,67.0,904.0,167.0,298.0,428.0,8.0,25.0,715.9,1019.0,1381.0,1018.2,2006,216340223,61473584,28.42,4525042,4890,0,4890
2007,Yolo,06113,194339.0,139430.0,421.0,65.7,358.3,444.9,330.4,90.6,9550.0,54.2,139.6,197.9,20.7,7.3,301.9,975.0,78.0,897.0,161.0,320.0,415.0,4.0,29.0,699.3,1055.0,1396.0,1001.2,2007,245891935,66251388,26.94,5973531,3085,0,3085
2008,Yolo,06113,197154.0,141297.0,426.8,61.4,365.4,407.6,323.8,103.0,8739.0,48.0,162.4,186.0,20.5,6.9,302.0,1134.0,95.0,1039.0,174.0,370.0,492.0,4.0,31.0,802.6,1161.0,1554.9,1100.5,2008,265748762,76435378,28.76,7978322,3207,0,3207
2009,Yolo,06113,199791.0,143047.0,403.0,56.0,355.8,395.8,336.2,66.8,8928.0,53.0,161.3,172.2,15.7,4.3,281.7,1146.0,94.0,1052.0,168.0,412.0,462.0,4.0,31.0,801.1,1071.0,1525.8,1066.6,2009,257328806,77519847,30.12,7667018,3217,0,3217
2010,Yolo,06113,201002.0,143682.0,416.5,60.8,362.4,395.0,355.0,61.6,7472.0,51.9,175.9,170.1,15.5,4.8,289.9,1106.0,69.0,1037.0,157.0,395.0,445.0,4.0,30.0,769.8,994.0,1517.0,1055.8,2010,252233289,74009696,29.34,6033263,3040,38,3078
2011,Yolo,06113,201541.0,144018.0,385.2,51.7,334.3,394.4,277.8,107.5,6168.0,49.5,159.3,155.0,11.6,4.7,267.5,951.0,67.0,884.0,142.0,348.0,364.0,4.0,24.0,660.3,823.0,1310.4,909.9,2011,235957939,73587079,31.19,6218197,2865,38,2903
2012,Yolo,06113,203859.0,145330.0,436.0,50.1,386.6,392.2,281.9,154.1,7251.0,59.0,166.1,193.4,6.7,5.8,300.0,797.0,36.0,761.0,118.0,303.0,299.0,7.0,20.0,548.4,262.0,1183.4,814.3,2012,224807321,75974340,33.8,7884090,2620,38,2658
2013,Yolo,06113,205215.0,145853.0,451.8,59.6,393.6,392.0,295.0,156.8,7887.0,60.7,169.2,203.3,10.1,8.0,309.7,803.0,36.0,767.0,134.0,287.0,312.0,8.0,20.0,550.5,243.0,1242.2,851.7,2013,255228998,77693996,30.44,8630115,2662,35,2697
2014,Yolo,06113,206983.0,146389.0,450.0,62.8,387.7,403.8,306.4,143.6,8244.0,55.4,167.5,204.7,12.7,7.0,307.4,792.0,31.0,761.0,139.0,296.0,286.0,11.0,20.0,541.0,271.0,1236.9,844.9,2014,248934485,83471889,33.53,9717043,2380,37,2417
2015,Yolo,06113,210265.0,148545.0,383.2,54.5,327.5,451.1,279.2,104.1,8070.0,44.8,140.6,174.9,14.9,4.0,258.0,730.0,29.0,701.0,128.0,276.0,258.0,11.0,18.0,491.4,208.0,1112.9,749.2,2015,260494947,87692775,33.66,9909553,2628,210,2838
2016,Yolo,06113,213404.0,150616.0,380.8,51.7,337.6,455.0,288.2,92.5,7944.0,57.9,142.9,170.3,11.4,4.5,252.8,711.0,23.0,688.0,116.0,288.0,245.0,7.0,17.0,472.1,196.0,1091.8,724.9,2016,293361965,95723526,32.63,10268117,2337,356,2693
2017,Yolo,06113,215885.0,152221.0,386.2,45.9,340.4,454.4,272.7,113.5,7769.0,72.8,125.5,176.3,3.2,5.7,253.7,734.0,25.0,709.0,128.0,295.0,242.0,15.0,16.0,482.2,226.0,1120.2,735.9,2017,300377921,98779540,32.89,10158031,2444,538,2982
2018,Yolo,06113,217104.0,152726.0,346.8,43.4,313.6,452.2,239.1,227.2,7468.0,70.2,100.7,165.1,1.2,5.9,227.0,701.0,23.0,678.0,135.0,276.0,235.0,12.0,13.0,459.0,195.0,1047.8,686.0,2018,313777430,103555772,33.0,10368839,1860,435,2295
2019,Yolo,06113,216670.0,152010.0,328.8,,,452.0,,328.8,7254.0,,,,,,216.3,634.0,17.0,617.0,124.0,262.0,195.0,12.0,15.0,417.1,163.0,962.8,633.3,2019,380144063,108589154,28.57,9309256,1157,323,1480
2020,Yolo,06113,216291.0,151480.0,226.8,,,452.0,,226.8,7238.0,,,,,,149.7,,,,,,,,,,,,,2020,404811345,116638091,28.81,10493855,886,155,1041
2021,Yolo,06113,213039.0,148116.0,254.8,,,452.0,,254.8,7238.0,,,,,,172.0,,,,,,,,,,,,,2021,408160245,115339707,28.26,10085675,454,66,520
